formula,problem,target_noise,predicted_tree,predicted_tree_prefix,refinement_type,time,relabed_predicted_tree,r2_fit,accuracy_l1_biggio_fit,accuracy_l1_1e-3_fit,accuracy_l1_1e-2_fit,accuracy_l1_1e-1_fit,_complexity_fit,r2_predict,accuracy_l1_biggio_predict,accuracy_l1_1e-3_predict,accuracy_l1_1e-2_predict,accuracy_l1_1e-1_predict,_complexity_predict,input_dimension,num_evals
epsilon*Ef**2/2,feynman_II_8_31,0,(((2.597774922106416 add (-2.5967304799552666 add (0.8646756614449299 mul x_1))) mul (0.059501783641295714 add (0.022905987101029552 mul (-2.5976520189160013 add (0.865789709505189 mul x_0))))) mul (87.52947904863265 add (33.721123210385244 mul (-2.5967304799552666 add (0.8646756614449299 mul x_1))))),"mul,mul,add,2.597774922106416,add,-2.5967304799552666,mul,0.8646756614449299,x_1,add,0.059501783641295714,mul,0.022905987101029552,add,-2.5976520189160013,mul,0.865789709505189,x_0,add,87.52947904863265,mul,33.721123210385244,add,-2.5967304799552666,mul,0.8646756614449299,x_1",BFGS,58.7483356,(((2.597774922106416 add (-2.5967304799552666 add (0.8646756614449299 mul x_1))) mul (0.059501783641295714 add (0.022905987101029552 mul (-2.5976520189160013 add (0.865789709505189 mul x_0))))) mul (87.52947904863265 add (33.721123210385244 mul (-2.5967304799552666 add (0.8646756614449299 mul x_1))))),1,1,1,1,1,27,1,1,1,1,1,27,2,53
3/5*q**2/(4*pi*epsilon*d),feynman_II_8_7,0,((-0.0005887956943725903 add ((2.5944478804966447 add (-2.594174130779932 add (0.8646750443566243 mul x_0))))**2) mul (2.5710842497582103e-07 add (1.9317176238716018 mul inv(((9.4028229202119 add (3.6242812413416408 mul (-2.5944065062753685 add (0.8657016676629959 mul x_1)))) mul (28.91785271041943 add (11.143573228905641 mul (-2.5951286714233093 add (0.8653331077881593 mul x_2))))))))),"mul,add,-0.0005887956943725903,pow2,add,2.5944478804966447,add,-2.594174130779932,mul,0.8646750443566243,x_0,add,2.5710842497582103e-07,mul,1.9317176238716018,inv,mul,add,9.4028229202119,mul,3.6242812413416408,add,-2.5944065062753685,mul,0.8657016676629959,x_1,add,28.91785271041943,mul,11.143573228905641,add,-2.5951286714233093,mul,0.8653331077881593,x_2",BFGS,146.6321435,((-0.0005887956943725903 add ((2.5944478804966447 add (-2.594174130779932 add (0.8646750443566243 mul x_0))))**2) mul (2.5710842497582103e-07 add (1.9317176238716018 mul inv(((9.4028229202119 add (3.6242812413416408 mul (-2.5944065062753685 add (0.8657016676629959 mul x_1)))) mul (28.91785271041943 add (11.143573228905641 mul (-2.5951286714233093 add (0.8653331077881593 mul x_2))))))))),0.999999999,1,1,1,1,35,0.999999999,1,1,1,1,35,3,81
m_0/sqrt(1-v**2/c**2),feynman_I_10_7,0,(((-9.733244787759562 add inv(((-1.5749593218178968 add (-0.3321065562097956 mul (-3.2142108406505168 add (0.4951495494032439 mul x_2)))) add (0.6150406781829872 add (0.10425137761371757 mul (-5.203602039706393 add (3.4694039527311626 mul x_1))))))) mul (0.0031616352297368544 add (0.0012149501070702138 mul (-2.601770965837321 add (0.8670117934387392 mul x_0))))) mul (-90.40050281777503 add (-1.3587985198802996 mul (-3.2142108406505168 add (0.4951495494032439 mul x_2))))),"mul,mul,add,-9.733244787759562,inv,add,add,-1.5749593218178968,mul,-0.3321065562097956,add,-3.2142108406505168,mul,0.4951495494032439,x_2,add,0.6150406781829872,mul,0.10425137761371757,add,-5.203602039706393,mul,3.4694039527311626,x_1,add,0.0031616352297368544,mul,0.0012149501070702138,add,-2.601770965837321,mul,0.8670117934387392,x_0,add,-90.40050281777503,mul,-1.3587985198802996,add,-3.2142108406505168,mul,0.4951495494032439,x_2",BFGS,155.1692264,(((-9.733244787759562 add inv(((-1.5749593218178968 add (-0.3321065562097956 mul (-3.2142108406505168 add (0.4951495494032439 mul x_2)))) add (0.6150406781829872 add (0.10425137761371757 mul (-5.203602039706393 add (3.4694039527311626 mul x_1))))))) mul (0.0031616352297368544 add (0.0012149501070702138 mul (-2.601770965837321 add (0.8670117934387392 mul x_0))))) mul (-90.40050281777503 add (-1.3587985198802996 mul (-3.2142108406505168 add (0.4951495494032439 mul x_2))))),0.999963222,1,0,1,1,42,0.999964217,1,0,1,1,42,3,91
x1*y1+x2*y2+x3*y3,feynman_I_11_19,0,(((((-2.5983136447401396 add (0.8665474702532501 mul x_1)) add (232.84967990262126 add (89.39146259939535 mul (-2.5955898394521735 add (0.8644951842780221 mul x_3))))) mul (0.03881847809498278 add (0.014895730662360244 mul (-2.596876900923242 add (0.865926543087965 mul x_0))))) sub ((-0.04945397283752986 add (-0.01893159309633496 mul (-2.6033416685893935 add (0.8681140938267621 mul x_2)))) mul (182.5645201235993 add (70.12041287133863 mul (-2.5946271986865503 add (0.8652488874403855 mul x_5)))))) add ((-6.476756840149175 add (-2.5239560503841814 mul (-2.58818173072582 add (0.8647454538418474 mul x_4)))) mul (-1.3745950186043705 add (-0.5275229802676291 mul (-2.5983136447401396 add (0.8665474702532501 mul x_1)))))),"add,sub,mul,add,add,-2.5983136447401396,mul,0.8665474702532501,x_1,add,232.84967990262126,mul,89.39146259939535,add,-2.5955898394521735,mul,0.8644951842780221,x_3,add,0.03881847809498278,mul,0.014895730662360244,add,-2.596876900923242,mul,0.865926543087965,x_0,mul,add,-0.04945397283752986,mul,-0.01893159309633496,add,-2.6033416685893935,mul,0.8681140938267621,x_2,add,182.5645201235993,mul,70.12041287133863,add,-2.5946271986865503,mul,0.8652488874403855,x_5,mul,add,-6.476756840149175,mul,-2.5239560503841814,add,-2.58818173072582,mul,0.8647454538418474,x_4,add,-1.3745950186043705,mul,-0.5275229802676291,add,-2.5983136447401396,mul,0.8665474702532501,x_1",BFGS,318.686054,(((((-2.5983136447401396 add (0.8665474702532501 mul x_1)) add (232.84967990262126 add (89.39146259939535 mul (-2.5955898394521735 add (0.8644951842780221 mul x_3))))) mul (0.03881847809498278 add (0.014895730662360244 mul (-2.596876900923242 add (0.865926543087965 mul x_0))))) sub ((-0.04945397283752986 add (-0.01893159309633496 mul (-2.6033416685893935 add (0.8681140938267621 mul x_2)))) mul (182.5645201235993 add (70.12041287133863 mul (-2.5946271986865503 add (0.8652488874403855 mul x_5)))))) add ((-6.476756840149175 add (-2.5239560503841814 mul (-2.58818173072582 add (0.8647454538418474 mul x_4)))) mul (-1.3745950186043705 add (-0.5275229802676291 mul (-2.5983136447401396 add (0.8665474702532501 mul x_1)))))),0.999996358,1,0,1,1,65,0.999996249,1,0,1,1,65,6,125
mu*Nn,feynman_I_12_1,0,((0.09666325185150015 add (0.037271189329019454 mul (-2.593511331184566 add (0.8654960171513503 mul x_1)))) mul (92.91278728905034 add (35.76681529252018 mul (-2.5977372189810226 add (0.8667251584680339 mul x_0))))),"mul,add,0.09666325185150015,mul,0.037271189329019454,add,-2.593511331184566,mul,0.8654960171513503,x_1,add,92.91278728905034,mul,35.76681529252018,add,-2.5977372189810226,mul,0.8667251584680339,x_0",BFGS,40.34087992,((0.09666325185150015 add (0.037271189329019454 mul (-2.593511331184566 add (0.8654960171513503 mul x_1)))) mul (92.91278728905034 add (35.76681529252018 mul (-2.5977372189810226 add (0.8667251584680339 mul x_0))))),1,1,1,1,1,19,1,1,1,1,1,19,2,41
q*(Ef+B*v*sin(theta)),feynman_I_12_11,0,((-0.20901767590193404 add (-0.08036396760616754 mul (-2.6008879654431136 add (0.866080247023859 mul x_0)))) mul ((-43.133313509027644 add (-16.632165327125055 mul (-2.5933672885720425 add (0.8638368065062407 mul x_1)))) sub ((-0.2310229046295394 add (-0.0889883988451185 mul (-2.5961013764004575 add (0.8658924688316385 mul x_2)))) mul ((9.159242835017507 add (3.5255328602162095 mul (-2.597974043881181 add (0.8652071462614256 mul x_3)))) mul (1.9967955688957256e-08 add (61.12773144304355 mul sin((-0.14197195548103905 add (1.156508026133156 mul (-2.593687746430944 add (0.8646719061167382 mul x_4))))))))))),"mul,add,-0.20901767590193404,mul,-0.08036396760616754,add,-2.6008879654431136,mul,0.866080247023859,x_0,sub,add,-43.133313509027644,mul,-16.632165327125055,add,-2.5933672885720425,mul,0.8638368065062407,x_1,mul,add,-0.2310229046295394,mul,-0.0889883988451185,add,-2.5961013764004575,mul,0.8658924688316385,x_2,mul,add,9.159242835017507,mul,3.5255328602162095,add,-2.597974043881181,mul,0.8652071462614256,x_3,add,1.9967955688957256e-08,mul,61.12773144304355,sin,add,-0.14197195548103905,mul,1.156508026133156,add,-2.593687746430944,mul,0.8646719061167382,x_4",BFGS,217.6025391,((-0.20901767590193404 add (-0.08036396760616754 mul (-2.6008879654431136 add (0.866080247023859 mul x_0)))) mul ((-43.133313509027644 add (-16.632165327125055 mul (-2.5933672885720425 add (0.8638368065062407 mul x_1)))) sub ((-0.2310229046295394 add (-0.0889883988451185 mul (-2.5961013764004575 add (0.8658924688316385 mul x_2)))) mul ((9.159242835017507 add (3.5255328602162095 mul (-2.597974043881181 add (0.8652071462614256 mul x_3)))) mul (1.9967955688957256e-08 add (61.12773144304355 mul sin((-0.14197195548103905 add (1.156508026133156 mul (-2.593687746430944 add (0.8646719061167382 mul x_4))))))))))),1,1,1,1,1,54,1,1,1,1,1,54,5,119
q1*q2*r/(4*pi*epsilon*r**3),feynman_I_12_2,0,(0.00020939063034132688 add (-3.6986137840687077 mul arctan(((((2.6378219436634223 add (-2.5983031375912153 add (0.8665667810980102 mul x_1))) sub (0.052178056262449625 add (-0.0028604542918161295 mul (-2.5935644645339084 add (0.8650856182932033 mul x_2))))) mul (0.0568265223749383 add (0.021978601827961707 mul (-2.6002670658288123 add (0.8655135788411739 mul x_0))))) mul (0.00018773075307818002 add (-0.016649042157791213 mul inv(((((2.414091871280871 add (-2.5963432310253998 add (0.86393003325349 mul x_3))) sub (0.1859081287672964 add (0.18592223974987232 mul (-2.5963432310253998 add (0.86393003325349 mul x_3))))) mul (0.0587562671769344 add (0.02278262717631739 mul (-2.5935644645339084 add (0.8650856182932033 mul x_2))))) mul (2.6241561420024633 add (1.0625668984882903 mul (-2.5963432310253998 add (0.86393003325349 mul x_3)))))))))))),"add,0.00020939063034132688,mul,-3.6986137840687077,arctan,mul,mul,sub,add,2.6378219436634223,add,-2.5983031375912153,mul,0.8665667810980102,x_1,add,0.052178056262449625,mul,-0.0028604542918161295,add,-2.5935644645339084,mul,0.8650856182932033,x_2,add,0.0568265223749383,mul,0.021978601827961707,add,-2.6002670658288123,mul,0.8655135788411739,x_0,add,0.00018773075307818002,mul,-0.016649042157791213,inv,mul,mul,sub,add,2.414091871280871,add,-2.5963432310253998,mul,0.86393003325349,x_3,add,0.1859081287672964,mul,0.18592223974987232,add,-2.5963432310253998,mul,0.86393003325349,x_3,add,0.0587562671769344,mul,0.02278262717631739,add,-2.5935644645339084,mul,0.8650856182932033,x_2,add,2.6241561420024633,mul,1.0625668984882903,add,-2.5963432310253998,mul,0.86393003325349,x_3",BFGS,381.8814874,(0.00020939063034132688 add (-3.6986137840687077 mul arctan(((((2.6378219436634223 add (-2.5983031375912153 add (0.8665667810980102 mul x_1))) sub (0.052178056262449625 add (-0.0028604542918161295 mul (-2.5935644645339084 add (0.8650856182932033 mul x_2))))) mul (0.0568265223749383 add (0.021978601827961707 mul (-2.6002670658288123 add (0.8655135788411739 mul x_0))))) mul (0.00018773075307818002 add (-0.016649042157791213 mul inv(((((2.414091871280871 add (-2.5963432310253998 add (0.86393003325349 mul x_3))) sub (0.1859081287672964 add (0.18592223974987232 mul (-2.5963432310253998 add (0.86393003325349 mul x_3))))) mul (0.0587562671769344 add (0.02278262717631739 mul (-2.5935644645339084 add (0.8650856182932033 mul x_2))))) mul (2.6241561420024633 add (1.0625668984882903 mul (-2.5963432310253998 add (0.86393003325349 mul x_3)))))))))))),0.999965018,1,0,0,1,75,0.999965575,1,0,0,1,75,4,161
q1*r/(4*pi*epsilon*r**3),feynman_I_12_4,0,((0.03416512209088387 add (0.01288388900880569 mul (-2.601588180342572 add (0.8677309189162207 mul x_0)))) mul (-0.05522740923014447 add (0.3999945633931692 mul inv(((0.02549638354734649 add (0.009440803856576738 mul (-2.596018256368358 add (0.865272024526784 mul x_1)))) mul (0.6958655011809753 add (0.70413989963495 mul ((8.387705046722884 add (3.135177774395153 mul (-2.5970653521577542 add (0.8668169330925236 mul x_2)))))**2))))))),"mul,add,0.03416512209088387,mul,0.01288388900880569,add,-2.601588180342572,mul,0.8677309189162207,x_0,add,-0.05522740923014447,mul,0.3999945633931692,inv,mul,add,0.02549638354734649,mul,0.009440803856576738,add,-2.596018256368358,mul,0.865272024526784,x_1,add,0.6958655011809753,mul,0.70413989963495,pow2,add,8.387705046722884,mul,3.135177774395153,add,-2.5970653521577542,mul,0.8668169330925236,x_2",BFGS,158.3762767,((0.03416512209088387 add (0.01288388900880569 mul (-2.601588180342572 add (0.8677309189162207 mul x_0)))) mul (-0.05522740923014447 add (0.3999945633931692 mul inv(((0.02549638354734649 add (0.009440803856576738 mul (-2.596018256368358 add (0.865272024526784 mul x_1)))) mul (0.6958655011809753 add (0.70413989963495 mul ((8.387705046722884 add (3.135177774395153 mul (-2.5970653521577542 add (0.8668169330925236 mul x_2)))))**2))))))),0.996879828,0,0,0,0,39,0.996860802,0,0,0,0,39,3,97
q2*Ef,feynman_I_12_5,0,((0.0955472939759486 add (0.036652218793399916 mul (-2.6068624799354514 add (0.8672038395411382 mul x_0)))) mul (94.43035407906804 add (36.311784319227165 mul (-2.6005429321168108 add (0.8664249448105723 mul x_1))))),"mul,add,0.0955472939759486,mul,0.036652218793399916,add,-2.6068624799354514,mul,0.8672038395411382,x_0,add,94.43035407906804,mul,36.311784319227165,add,-2.6005429321168108,mul,0.8664249448105723,x_1",BFGS,40.12748861,((0.0955472939759486 add (0.036652218793399916 mul (-2.6068624799354514 add (0.8672038395411382 mul x_0)))) mul (94.43035407906804 add (36.311784319227165 mul (-2.6005429321168108 add (0.8664249448105723 mul x_1))))),1,1,1,1,1,19,1,1,1,1,1,19,2,41
G*m1*m2*(1/r2-1/r1),feynman_I_13_12,0,((((-0.4067389949140394 add (-2.6053280664924174 add (0.8665512555250328 mul x_3))) sub (0.4087389949143585 add ((-0.90146192149649 add (1.1058872966798616 mul (-2.593710295533947 add (0.8635246278100794 mul x_2)))) mul (0.9074205502528931 add (-4.128079805651267e-08 mul (-2.600964768964819 add (0.868820264282554 mul x_4))))))) mul (((2.6009646866333385 add (-2.600964768964819 add (0.868820264282554 mul x_4))) mul (-0.009478516464981167 add (-0.0036554494095417584 mul (-2.5929826286572517 add (0.8658634683574509 mul x_0))))) mul ((0.1097393123167188 add (0.04231022289947203 mul (-2.593683527077115 add (0.8644504237625787 mul x_1)))) mul (-0.018336291259065243 add (-2.364502976750081 mul inv(((0.20398999940795765 add (0.07864752719993723 mul (-2.593710295533947 add (0.8635246278100794 mul x_2)))) mul (-0.009123030232098182 add (-0.0035016618607207027 mul (-2.6053280664924174 add (0.8665512555250328 mul x_3))))))))))) sub (-1.6585571943546263e-06 add (9.386177367476726e-08 mul (-2.5929826286572517 add (0.8658634683574509 mul x_0))))),"sub,mul,sub,add,-0.4067389949140394,add,-2.6053280664924174,mul,0.8665512555250328,x_3,add,0.4087389949143585,mul,add,-0.90146192149649,mul,1.1058872966798616,add,-2.593710295533947,mul,0.8635246278100794,x_2,add,0.9074205502528931,mul,-4.128079805651267e-08,add,-2.600964768964819,mul,0.868820264282554,x_4,mul,mul,add,2.6009646866333385,add,-2.600964768964819,mul,0.868820264282554,x_4,add,-0.009478516464981167,mul,-0.0036554494095417584,add,-2.5929826286572517,mul,0.8658634683574509,x_0,mul,add,0.1097393123167188,mul,0.04231022289947203,add,-2.593683527077115,mul,0.8644504237625787,x_1,add,-0.018336291259065243,mul,-2.364502976750081,inv,mul,add,0.20398999940795765,mul,0.07864752719993723,add,-2.593710295533947,mul,0.8635246278100794,x_2,add,-0.009123030232098182,mul,-0.0035016618607207027,add,-2.6053280664924174,mul,0.8665512555250328,x_3,add,-1.6585571943546263e-06,mul,9.386177367476726e-08,add,-2.5929826286572517,mul,0.8658634683574509,x_0",BFGS,578.6390033,((((-0.4067389949140394 add (-2.6053280664924174 add (0.8665512555250328 mul x_3))) sub (0.4087389949143585 add ((-0.90146192149649 add (1.1058872966798616 mul (-2.593710295533947 add (0.8635246278100794 mul x_2)))) mul (0.9074205502528931 add (-4.128079805651267e-08 mul (-2.600964768964819 add (0.868820264282554 mul x_4))))))) mul (((2.6009646866333385 add (-2.600964768964819 add (0.868820264282554 mul x_4))) mul (-0.009478516464981167 add (-0.0036554494095417584 mul (-2.5929826286572517 add (0.8658634683574509 mul x_0))))) mul ((0.1097393123167188 add (0.04231022289947203 mul (-2.593683527077115 add (0.8644504237625787 mul x_1)))) mul (-0.018336291259065243 add (-2.364502976750081 mul inv(((0.20398999940795765 add (0.07864752719993723 mul (-2.593710295533947 add (0.8635246278100794 mul x_2)))) mul (-0.009123030232098182 add (-0.0035016618607207027 mul (-2.6053280664924174 add (0.8665512555250328 mul x_3))))))))))) sub (-1.6585571943546263e-06 add (9.386177367476726e-08 mul (-2.5929826286572517 add (0.8658634683574509 mul x_0))))),1,1,1,1,1,92,1,1,1,1,1,92,5,191
1/2*m*(v**2+u**2+w**2),feynman_I_13_4,0,((-0.15467246473204938 add (-0.05962455566644596 mul (-2.5941067904914585 add (0.865725901394192 mul x_0)))) mul (((0.8558526197998201 add (0.16460907239869757 mul (-2.595542441876639 add (0.8665147603685451 mul x_1)))) mul (0.6441505688619933 add (-78.37160479546581 mul (-2.595542441876639 add (0.8665147603685451 mul x_1))))) sub ((88.78055165332626 add (0.008814259583636463 mul ((99.34735586350608 add (38.31714579494463 mul (-2.5927650379330647 add (0.8651594368675466 mul x_3)))))**2)) sub (1.3194483466719211 add (-0.01778956340779663 mul ((69.9858139275031 add (26.963444161669536 mul (-2.5955813897810573 add (0.8654145804640043 mul x_2)))))**2))))),"mul,add,-0.15467246473204938,mul,-0.05962455566644596,add,-2.5941067904914585,mul,0.865725901394192,x_0,sub,mul,add,0.8558526197998201,mul,0.16460907239869757,add,-2.595542441876639,mul,0.8665147603685451,x_1,add,0.6441505688619933,mul,-78.37160479546581,add,-2.595542441876639,mul,0.8665147603685451,x_1,sub,add,88.78055165332626,mul,0.008814259583636463,pow2,add,99.34735586350608,mul,38.31714579494463,add,-2.5927650379330647,mul,0.8651594368675466,x_3,add,1.3194483466719211,mul,-0.01778956340779663,pow2,add,69.9858139275031,mul,26.963444161669536,add,-2.5955813897810573,mul,0.8654145804640043,x_2",BFGS,328.5376174,((-0.15467246473204938 add (-0.05962455566644596 mul (-2.5941067904914585 add (0.865725901394192 mul x_0)))) mul (((0.8558526197998201 add (0.16460907239869757 mul (-2.595542441876639 add (0.8665147603685451 mul x_1)))) mul (0.6441505688619933 add (-78.37160479546581 mul (-2.595542441876639 add (0.8665147603685451 mul x_1))))) sub ((88.78055165332626 add (0.008814259583636463 mul ((99.34735586350608 add (38.31714579494463 mul (-2.5927650379330647 add (0.8651594368675466 mul x_3)))))**2)) sub (1.3194483466719211 add (-0.01778956340779663 mul ((69.9858139275031 add (26.963444161669536 mul (-2.5955813897810573 add (0.8654145804640043 mul x_2)))))**2))))),1,1,1,1,1,59,1,1,1,1,1,59,4,137
m*g*z,feynman_I_14_3,0,(((2.6002312740181437 add (-2.600231272513295 add (0.8677314486938487 mul x_2))) mul (-0.2028163606307212 add (-0.07780541024779779 mul (-2.6067128230697927 add (0.8675115004757922 mul x_1))))) mul (-51.16057752441121 add (-19.7029952379795 mul (-2.596588838766574 add (0.8665574730262939 mul x_0))))),"mul,mul,add,2.6002312740181437,add,-2.600231272513295,mul,0.8677314486938487,x_2,add,-0.2028163606307212,mul,-0.07780541024779779,add,-2.6067128230697927,mul,0.8675115004757922,x_1,add,-51.16057752441121,mul,-19.7029952379795,add,-2.596588838766574,mul,0.8665574730262939,x_0",BFGS,62.40250397,(((2.6002312740181437 add (-2.600231272513295 add (0.8677314486938487 mul x_2))) mul (-0.2028163606307212 add (-0.07780541024779779 mul (-2.6067128230697927 add (0.8675115004757922 mul x_1))))) mul (-51.16057752441121 add (-19.7029952379795 mul (-2.596588838766574 add (0.8665574730262939 mul x_0))))),1,1,1,1,1,27,1,1,1,1,1,27,3,53
